S,H,A,TH,TA,gh,ga,allg,ph,pa,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,y1,y2,p1,p2,p5,p6,id,p3,p4,p7,p8,p1.1,p2.1,p3.1,p4.1,KH,KA,last_h5,last_a5,last_5KH,last_5KA
1,46,38,42,42,3,3,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,24.0,13.0,24.0,13.0,461,51.0,42.0,51.0,42.0,25.0,14.0,52.0,43.0,4.0,4.0,1.6,1.2,2.8,1.2
1,30,38,38,37,4,5,9,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,20.0,10.0,20.0,10.0,401,48.0,33.0,48.0,33.0,20.0,13.0,48.0,36.0,4.0,4.0,2.2,1.4,2.8,2.0
1,43,38,39,39,3,0,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,17.0,13.0,17.0,13.0,426,39.0,39.0,39.0,39.0,20.0,13.0,42.0,39.0,4.0,4.0,1.8,2.2,4.2,3.8
1,18,38,18,18,1,0,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10.0,4.0,10.0,4.0,188,21.0,14.0,21.0,14.0,13.0,4.0,24.0,14.0,4.0,4.0,0.5,1.8,4.2,4.0
1,22,38,2,2,1,0,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,14,3.0,0.0,3.0,0.0,,,6.0,0.0,4.0,4.0,0.25,1.6,3.8,3.8
1,23,38,30,30,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30.0,8.0,30.0,8.0,327,47.0,30.0,47.0,30.0,31.0,9.0,48.0,31.0,2.0,4.0,1.0,1.6,4.0,1.6
1,48,38,6,6,1,0,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,0.0,2.0,0.0,59,6.0,3.0,6.0,3.0,5.0,0.0,9.0,3.0,2.0,4.0,0.8,1.0,2.8,1.2
1,4,38,15,15,2,0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9.0,1.0,9.0,1.0,156,23.0,11.0,23.0,11.0,12.0,1.0,26.0,11.0,1.0,4.0,1.6,0.0,1.2,0.6
1,15,38,11,11,1,1,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8.0,0.0,8.0,0.0,113,14.0,4.0,14.0,4.0,9.0,1.0,15.0,5.0,3.0,4.0,1.0,0.0,1.0,3.4
1,27,38,41,41,2,0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,44.0,13.0,44.0,13.0,450,88.0,42.0,88.0,42.0,47.0,13.0,91.0,42.0,1.0,4.0,0.6,0.2,1.2,1.0
1,34,38,3,3,2,1,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,4.0,2.4,0.2,1.4,3.6
1,37,38,8,8,2,0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,0.0,2.0,0.0,84,3.0,3.0,3.0,3.0,5.0,0.0,6.0,3.0,3.0,4.0,3.0,0.4,2.0,3.6
1,42,38,21,21,2,1,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,7.0,4.0,7.0,4.0,223,11.0,14.0,11.0,14.0,10.0,4.0,14.0,14.0,5.0,4.0,1.6,0.4,2.2,2.6
1,0,26,11,11,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12.0,6.0,12.0,6.0,111,20.0,12.0,20.0,12.0,13.0,7.0,21.0,13.0,2.0,4.0,1.8,0.0,2.4,1.4
1,1,26,28,29,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,23.0,9.0,23.0,9.0,311,44.0,25.0,44.0,25.0,24.0,10.0,45.0,26.0,3.0,4.0,0.2,0.0,2.0,3.0
1,14,26,16,16,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10.0,8.0,10.0,8.0,166,13.0,15.0,13.0,15.0,11.0,9.0,14.0,16.0,4.0,4.0,1.8,0.0,1.6,4.0
1,25,26,26,25,2,1,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,25.0,9.0,25.0,9.0,280,40.0,21.0,40.0,21.0,28.0,9.0,43.0,21.0,3.0,4.0,2.0,0.25,1.0,2.6
1,29,26,23,23,2,0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,21.0,9.0,21.0,9.0,251,36.0,20.0,36.0,20.0,24.0,9.0,39.0,20.0,2.0,4.0,1.8,0.2,1.2,1.0
1,32,26,32,34,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17.0,11.0,17.0,11.0,365,30.0,31.0,30.0,31.0,18.0,12.0,31.0,32.0,5.0,4.0,1.2,0.2,1.0,3.0
1,36,26,9,9,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8.0,3.0,8.0,3.0,97,8.0,8.0,8.0,8.0,8.0,6.0,8.0,11.0,4.0,4.0,0.6,0.2,1.0,2.8
1,38,26,36,37,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,23.0,13.0,23.0,13.0,394,33.0,36.0,33.0,36.0,23.0,16.0,33.0,39.0,4.0,4.0,0.2,0.4,1.2,1.2
1,46,26,13,13,3,1,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,8.0,7.0,8.0,7.0,143,13.0,14.0,13.0,14.0,11.0,7.0,16.0,14.0,4.0,4.0,1.6,0.6,1.4,0.8
1,30,26,15,15,1,1,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8.0,7.0,8.0,7.0,160,26.0,14.0,26.0,14.0,9.0,8.0,27.0,15.0,4.0,4.0,2.2,0.6,1.6,1.4
1,43,26,3,3,1,0,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,31,3.0,1.0,3.0,1.0,3.0,0.0,6.0,1.0,4.0,4.0,1.8,0.8,1.6,1.6
1,18,26,2,2,1,0,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,13,3.0,1.0,3.0,1.0,,,6.0,1.0,4.0,4.0,0.6,0.8,1.8,1.8
1,22,26,35,35,2,2,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,21.0,12.0,21.0,12.0,369,40.0,32.0,40.0,32.0,22.0,13.0,41.0,33.0,4.0,4.0,0.6,0.6,1.8,1.8
1,23,26,18,18,3,2,5,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,19.0,9.0,19.0,9.0,190,30.0,16.0,30.0,16.0,22.0,9.0,33.0,16.0,2.0,4.0,1.4,0.8,2.4,1.2
1,48,26,8,8,1,0,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5.0,3.0,5.0,3.0,88,12.0,8.0,12.0,8.0,8.0,3.0,15.0,8.0,2.0,4.0,0.8,1.0,2.6,1.6
1,4,26,20,21,2,0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18.0,9.0,18.0,9.0,217,35.0,19.0,35.0,19.0,21.0,9.0,38.0,19.0,1.0,4.0,1.6,0.8,2.4,1.0
1,15,26,29,28,4,0,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,21.0,9.0,21.0,9.0,307,35.0,25.0,35.0,25.0,24.0,9.0,38.0,25.0,3.0,4.0,1.6,0.8,2.6,2.0
1,27,26,38,40,2,0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,41.0,16.0,41.0,16.0,421,79.0,43.0,79.0,43.0,44.0,16.0,82.0,43.0,1.0,4.0,0.6,0.8,3.2,1.2
1,34,26,28,31,1,1,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,21.0,10.0,21.0,10.0,329,39.0,29.0,39.0,29.0,22.0,11.0,40.0,30.0,3.0,4.0,2.4,0.4,2.8,2.4
1,37,26,42,42,1,1,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,36.0,16.0,36.0,16.0,458,63.0,44.0,63.0,44.0,37.0,17.0,64.0,45.0,3.0,4.0,3.0,0.2,2.2,2.2
1,42,26,6,6,1,3,4,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,65,1.0,2.0,1.0,2.0,0.0,3.0,1.0,5.0,5.0,4.0,1.6,0.4,2.4,2.6
1,0,30,13,13,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,13.0,14.0,13.0,14.0,133,22.0,22.0,22.0,22.0,14.0,15.0,23.0,23.0,2.0,4.0,1.8,0.0,2.8,1.8
1,1,30,36,37,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,25.0,27.0,25.0,27.0,387,50.0,47.0,50.0,47.0,26.0,28.0,51.0,48.0,3.0,4.0,0.2,0.0,2.0,2.2
1,14,30,11,11,1,2,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,10.0,11.0,10.0,11.0,112,13.0,18.0,13.0,18.0,10.0,14.0,13.0,21.0,4.0,4.0,1.6,0.6666666666666666,1.6,2.4
1,25,30,41,41,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,40.0,29.0,40.0,29.0,437,60.0,49.0,60.0,49.0,40.0,32.0,60.0,52.0,3.0,4.0,2.2,0.75,1.8,2.2
1,26,30,39,39,1,1,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,26.0,28.0,26.0,28.0,410,42.0,48.0,42.0,48.0,27.0,29.0,43.0,49.0,4.0,4.0,1.2,0.8,1.6,2.2
1,29,30,34,35,3,0,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,33.0,27.0,33.0,27.0,370,60.0,47.0,60.0,47.0,36.0,27.0,63.0,47.0,2.0,4.0,1.4,0.8,1.2,1.6
1,32,30,17,16,2,1,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4.0,18.0,4.0,18.0,181,11.0,27.0,11.0,27.0,7.0,18.0,14.0,27.0,5.0,4.0,0.6,0.8,1.8,2.8
1,36,30,14,14,1,2,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,9.0,15.0,9.0,15.0,150,12.0,23.0,12.0,23.0,9.0,18.0,12.0,26.0,4.0,4.0,0.6,1.0,2.4,2.2
1,38,30,24,22,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,13.0,22.0,13.0,22.0,254,18.0,34.0,18.0,34.0,13.0,25.0,18.0,37.0,4.0,4.0,0.2,1.0,2.4,2.6
1,46,30,27,25,3,3,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,19.0,25.0,19.0,25.0,286,34.0,38.0,34.0,38.0,20.0,26.0,35.0,39.0,4.0,4.0,1.6,1.0,2.4,2.6
1,43,30,22,20,1,3,4,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,14.0,19.0,14.0,19.0,236,27.0,31.0,27.0,31.0,14.0,22.0,27.0,34.0,4.0,4.0,1.8,1.4,3.2,3.0
1,18,30,9,9,1,5,6,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,9.0,8.0,9.0,8.0,93,15.0,12.0,15.0,12.0,9.0,11.0,15.0,15.0,4.0,4.0,0.6,2.0,3.4,3.2
1,22,30,21,19,2,1,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,13.0,19.0,13.0,19.0,220,26.0,31.0,26.0,31.0,16.0,19.0,29.0,31.0,4.0,4.0,0.6,2.8,4.0,4.0
1,23,30,3,3,0,4,4,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3.0,3.0,3.0,3.0,27,4.0,3.0,4.0,3.0,3.0,6.0,4.0,6.0,2.0,4.0,1.4,2.6,4.0,2.2
1,48,30,29,31,3,1,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,22.0,27.0,22.0,27.0,333,36.0,44.0,36.0,44.0,25.0,27.0,39.0,44.0,2.0,4.0,0.8,3.2,4.6,2.6
1,4,30,2,2,2,3,5,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,,,,,17,3.0,0.0,3.0,0.0,,,3.0,3.0,1.0,4.0,1.6,2.8,4.2,1.6
1,15,30,34,34,2,1,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,24.0,27.0,24.0,27.0,362,38.0,47.0,38.0,47.0,27.0,27.0,41.0,47.0,3.0,4.0,1.6,2.8,4.4,1.8
1,27,30,18,17,2,2,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,23.0,18.0,23.0,18.0,191,44.0,27.0,44.0,27.0,24.0,19.0,45.0,28.0,1.0,4.0,1.0,2.0,3.8,2.6
1,34,30,8,8,2,2,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,6.0,7.0,6.0,7.0,83,9.0,11.0,9.0,11.0,7.0,8.0,10.0,12.0,3.0,4.0,1.6,2.2,4.0,1.6
1,37,30,6,6,3,3,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,6.0,1.0,6.0,64,2.0,10.0,2.0,10.0,2.0,7.0,3.0,11.0,3.0,4.0,3.2,1.8,4.0,2.0
1,42,30,30,28,3,3,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,16.0,26.0,16.0,26.0,310,22.0,41.0,22.0,41.0,17.0,27.0,23.0,42.0,5.0,4.0,1.2,2.2,4.4,2.6
1,0,1,14,14,1,2,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,14.0,13.0,14.0,13.0,144,23.0,23.0,23.0,23.0,14.0,16.0,23.0,26.0,2.0,3.0,1.4,2.0,2.6,2.4
1,14,1,25,25,1,1,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18.0,20.0,18.0,20.0,277,25.0,37.0,25.0,37.0,19.0,21.0,26.0,38.0,4.0,3.0,1.6,1.5,2.6,4.0
1,25,1,16,17,2,1,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,16.0,16.0,16.0,16.0,185,23.0,29.0,23.0,29.0,19.0,16.0,26.0,29.0,3.0,3.0,1.8,1.3333333333333333,3.0,2.8
1,26,1,36,35,3,0,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,20.0,25.0,20.0,25.0,382,33.0,50.0,33.0,50.0,23.0,25.0,36.0,50.0,4.0,3.0,1.2,1.0,2.4,4.2
1,29,1,40,40,5,1,6,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,40.0,28.0,40.0,28.0,432,71.0,54.0,71.0,54.0,43.0,28.0,74.0,54.0,2.0,3.0,1.8,1.0,3.0,2.8
1,32,1,9,9,1,1,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,8.0,2.0,8.0,96,5.0,15.0,5.0,15.0,3.0,9.0,6.0,16.0,5.0,3.0,0.8,1.0,3.4,3.2
1,36,1,38,38,1,2,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,25.0,25.0,25.0,25.0,413,35.0,51.0,35.0,51.0,25.0,28.0,35.0,54.0,4.0,3.0,0.4,0.8,3.2,3.6
1,38,1,40,41,4,1,5,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,26.0,28.0,26.0,28.0,442,39.0,54.0,39.0,54.0,29.0,28.0,42.0,54.0,4.0,3.0,0.0,1.0,3.4,3.4
1,46,1,11,11,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7.0,9.0,7.0,9.0,119,11.0,16.0,11.0,16.0,8.0,10.0,12.0,17.0,4.0,3.0,2.2,1.0,3.8,3.2
1,30,1,21,22,1,2,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.0,17.0,12.0,17.0,244,34.0,31.0,34.0,31.0,12.0,20.0,34.0,34.0,4.0,3.0,2.2,1.0,3.2,2.6
1,43,1,31,29,1,1,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14.0,21.0,14.0,21.0,323,30.0,45.0,30.0,45.0,15.0,22.0,31.0,46.0,4.0,3.0,1.8,1.2,2.6,2.8
1,18,1,6,6,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6.0,2.0,6.0,2.0,57,9.0,8.0,9.0,8.0,6.0,5.0,9.0,11.0,4.0,3.0,0.8,1.2,2.6,2.6
1,22,1,8,8,1,2,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,7.0,5.0,7.0,5.0,81,11.0,12.0,11.0,12.0,7.0,8.0,11.0,15.0,4.0,3.0,1.0,1.0,2.2,2.2
1,23,1,32,32,2,0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,31.0,25.0,31.0,25.0,343,49.0,49.0,49.0,49.0,34.0,25.0,52.0,49.0,2.0,3.0,1.2,1.2,1.8,4.0
1,48,1,3,3,2,2,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,1.0,32,4.0,4.0,4.0,4.0,2.0,2.0,5.0,5.0,2.0,3.0,1.2,1.2,2.2,3.8
1,4,1,37,37,1,0,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,42.0,25.0,42.0,25.0,404,76.0,51.0,76.0,51.0,45.0,25.0,79.0,51.0,1.0,3.0,1.6,1.2,2.4,3.0
1,15,1,32,30,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24.0,22.0,24.0,22.0,334,38.0,46.0,38.0,46.0,24.0,25.0,38.0,49.0,3.0,3.0,2.0,1.0,2.2,3.4
1,27,1,21,21,3,1,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,24.0,17.0,24.0,17.0,226,49.0,31.0,49.0,31.0,27.0,17.0,52.0,31.0,1.0,3.0,1.4,1.0,2.2,2.8
1,34,1,18,18,2,2,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,17.0,16.0,17.0,16.0,192,27.0,29.0,27.0,29.0,18.0,17.0,28.0,30.0,3.0,3.0,2.0,0.8,2.4,3.4
1,37,1,2,2,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,21,0.0,3.0,0.0,3.0,,,1.0,4.0,3.0,3.0,3.2,1.2,2.8,3.6
1,42,1,13,13,1,2,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2.0,10.0,2.0,10.0,141,5.0,20.0,5.0,20.0,2.0,13.0,5.0,23.0,5.0,3.0,1.8,0.8,2.0,3.0
1,0,29,17,17,2,1,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,14.0,9.0,14.0,9.0,176,27.0,28.0,27.0,28.0,17.0,9.0,30.0,28.0,2.0,2.0,1.2,1.0,3.4,3.8
1,1,29,10,10,0,2,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7.0,3.0,7.0,3.0,100,16.0,13.0,16.0,13.0,7.0,6.0,16.0,16.0,3.0,2.0,0.0,1.5,3.6,2.8
1,14,29,21,22,1,0,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12.0,15.0,12.0,15.0,237,15.0,36.0,15.0,36.0,15.0,15.0,18.0,36.0,4.0,2.0,1.0,1.0,4.0,1.8
1,25,29,39,38,0,2,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,40.0,28.0,40.0,28.0,409,57.0,65.0,57.0,65.0,40.0,31.0,57.0,68.0,3.0,2.0,1.8,1.25,3.4,2.0
1,26,29,38,37,2,1,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,23.0,28.0,23.0,28.0,400,39.0,65.0,39.0,65.0,26.0,28.0,42.0,65.0,4.0,2.0,1.6,1.2,2.6,2.0
1,32,29,14,14,1,3,4,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4.0,6.0,4.0,6.0,154,11.0,19.0,11.0,19.0,4.0,9.0,11.0,22.0,5.0,2.0,1.0,1.2,2.2,3.6
1,36,29,40,41,2,0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,25.0,31.0,25.0,31.0,441,38.0,74.0,38.0,74.0,28.0,31.0,41.0,74.0,4.0,2.0,0.6,1.6,2.4,2.0
1,38,29,12,12,2,1,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4.0,6.0,4.0,6.0,131,5.0,16.0,5.0,16.0,7.0,6.0,8.0,16.0,4.0,2.0,0.8,1.2,2.4,2.0
1,46,29,31,32,2,4,6,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,21.0,24.0,21.0,24.0,354,38.0,54.0,38.0,54.0,21.0,27.0,38.0,57.0,4.0,2.0,2.2,1.4,2.8,2.4
1,30,29,23,24,1,2,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.0,15.0,12.0,15.0,264,37.0,39.0,37.0,39.0,12.0,18.0,37.0,42.0,4.0,2.0,2.0,1.8,3.6,3.0
1,43,29,18,18,1,2,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,13.0,9.0,13.0,9.0,195,22.0,28.0,22.0,28.0,13.0,12.0,22.0,31.0,4.0,2.0,1.4,2.0,3.6,3.4
1,18,29,21,20,0,2,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,13.0,12.0,13.0,12.0,219,25.0,32.0,25.0,32.0,13.0,15.0,25.0,35.0,4.0,2.0,0.6,1.8,3.4,3.4
1,22,29,6,6,1,1,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6.0,1.0,6.0,1.0,58,10.0,5.0,10.0,5.0,7.0,2.0,11.0,6.0,4.0,2.0,1.2,2.2,3.4,3.4
1,23,29,35,35,1,1,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,37.0,27.0,37.0,27.0,376,55.0,63.0,55.0,63.0,38.0,28.0,56.0,64.0,2.0,2.0,1.0,2.2,3.2,3.6
1,48,29,27,27,4,2,6,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,19.0,21.0,19.0,21.0,303,33.0,45.0,33.0,45.0,22.0,21.0,36.0,45.0,2.0,2.0,1.4,1.6,2.4,3.4
1,4,29,28,28,1,0,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30.0,21.0,30.0,21.0,306,57.0,45.0,57.0,45.0,33.0,21.0,60.0,45.0,1.0,2.0,1.4,1.6,3.0,3.2
1,15,29,2,2,2,1,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,,,,,18,3.0,0.0,3.0,0.0,,,6.0,0.0,3.0,2.0,1.6,1.2,2.6,1.8
1,27,29,3,3,1,1,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.0,0.0,3.0,0.0,28,6.0,0.0,6.0,0.0,4.0,1.0,7.0,1.0,1.0,2.0,1.8,1.0,2.8,3.0
1,34,29,25,25,1,2,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,21.0,18.0,21.0,18.0,275,36.0,42.0,36.0,42.0,21.0,21.0,36.0,45.0,3.0,2.0,2.0,1.0,2.8,2.2
